id,title,url,editors,year,in_franzini,in_sahle,franzini_id,tei_declared,xml_downloadable,available,period,language,variance,ride
0585,Kinship and Longing: Keywords for Black Louisiana,https://www.scholarlyediting.org/issues/41/kinship-and-longing/,"Ed. by Jessica Marie Johnson et al.. Baltimore: John Hopkins University, 2024.",2024,no,yes,,,,,,,,
0586,Kitāb ʿAyn al-Naẓar fī ʿIlm al-Jadal by Shams al-Dīn al-Samarqandī (d. 722/1322),https://pages.ceres.rub.de/ayn-al-nazar/#fnref-idm258,"Ed. by Walter Edward Young and Frederik Elwert. Bochum: Center for Religious Studies, 2019.",2019,no,yes,,,,,,,,
0587,Klaus Mollenhauer Gesamtausgabe (KMG),https://mollenhauer-edition.de/index.html,"Hrsg. von Cornelie Dietrich, Klaus-Peter Horn und Hans-Rüdiger Müller. Göttingen: Niedersächsische Staats- und Universitätsbibliothek Göttingen, 2018-2024.",2024,no,yes,,,,,,,,
0588,kleist-digital,https://.kleist-digital.de/,"Hg. v. Günter Dunz-Wolff. Hamburg: 2014-. Relaunch, Version 3: 2021.",2014,no,yes,,,,,,,,
0589,Klemperer Online: Tagebücher 1918–1959,https://doi.org/10.1515/klemp,"Hrsg. von Walter Nowojski und Christian Löser. Berlin/Boston: Walter de Gruyter GmbH, 2019.",2019,no,yes,,,,,,,,
0590,Kofler aural - Genetische Edition „AM SCHREIBTISCH“,https://gams-staging.uni-graz.at/context:kofleraural#,"Hrsg. von Wolfgang Straub und Claudia Dürr unter Mitarbeit von Helmut W. Klug, Elisabeth Raunig, Isabel Langkabel und Maximilian Vogeltanz. Wien: Universität Wien, Klagenfurt: Kärntner Literaturarchiv (Universität Klagenfurt), Graz: Institut für Digitale Geisteswissenschaften der Universität Graz, 2022-2025.",2022,no,yes,,,,,,,,
0591,Kolb-Proust Archive for Research,http://www.library.uiuc.edu/kolbp/,"Ed. by Caroline Szylowicz. Urbana (IL): University of Illinois at Urbana-Champaign, 1994-2006.",1994,no,yes,,,,,,,,
0592,Kommentierte Online-Edition der fünf Reisetagebücher Hans Posses (1939 -1942),https://editionhansposse.gnm.de,"Geleitet von Dr. Susanna Brogi. Nürnberg: Germanisches Nationalmuseum, 2018-.",2018,no,yes,,,,,,,,
0593,Koptische Ostraka Online,https://www.koptolys.gwi.uni-muenchen.de,"Geleitet von Prof. Dr. Günter Burkard. Konzeption und Inhalte: Dr. Suzana Hodak. Technische Umsetzung: IT-Gruppe Geisteswissenschaften der LMU München. München: Ludwig-Maximilians-Universität München, 2017-.",2017,no,yes,,,,,,,,
0594,Korespondencja Jana Lechonia i Kazimierza Wierzyńskiego. Naukowa Edycja Cyfrowa,https://tei.nplp.pl/categories/korespondencja-jana-lechonia-i-kazimierza-wierzynskiego,,,yes,no,341,yes,yes,yes,Modern; Contemporary,POL; ENG,yes,no
0595,Korespondencja Mieczysława Grydzewskiego i Kazimierza i Haliny Wierzyńskich. Naukowa Edycja Cyfrowa,https://tei.nplp.pl/categories/korespondencja-mieczyslawa-grydzewskiego-i-kazimierza-i-haliny-wierzynski,,,yes,no,342,yes,yes,yes,Modern; Contemporary,POL; ENG,yes,no
0596,Kosztolányi Dezső: Aranysárkány,http://digiphil.hu/context:aranysarkany,,,yes,no,265,yes,no,yes,Modern,HUN,partly,no
0597,Kosztolányi Dezső: Édes Anna,http://magyar-irodalom.elte.hu/gepesk/kd/edesanna/,,,yes,no,262,no,no,yes,Modern,HUN,yes,no
0598,Kosztolányi Dezső: Édes Anna,http://digiphil.hu/context:edesanna,,,yes,no,263,yes,no,yes,Modern,HUN,partly,no
0599,Kosztolányi Dezső: Esti Kornél,http://digiphil.hu/context:estikornel,,,yes,no,266,yes,no,yes,Modern,HUN,partly,no
0600,Kritische Ausgabe der Werke von Richard Strauss - Online-Plattform,http://www.richard-strauss-ausgabe.de,"Hg. von Hartmut Schick. München: Bayerische Akademie der Wissenschaften, 2016-.",2016,no,yes,,,,,,,,
0601,Kritische Gesamtausgabe der Schriften und Briefe Andreas Bodensteins von Karlstadt,http://diglib.hab.de/edoc/ed000216/start.htm,"Herausgegeben von Thomas Kaufmann. Teil I (1507-1518), Wolfenbüttel: Herzog August Bibliothek, 2012; Teil II (1519-1520), Wolfenbüttel: Herzog August Bibliothek, 2017.",2012,no,yes,,,,,,,,
0602,Kritische Online-Edition der Tagebücher Michael Kardinal von Faulhabers (1911–1952),http://www.faulhaber-edition.de/index.html,"Verantwortet von Andreas Wirsching und Hubert Wolf. München: Institut für Zeitgeschichte, 2015-.",2015,no,yes,,,,,,,,
0603,Kritische Robert Walser-Ausgabe,https://kwae.kritische-walser-ausgabe.ch/kwae.html,"Konzept und Entwicklung: Matthias Sprünglin. Zürich: Universität Zürich, Basel: Stiftung für eine Kritische Robert Walser-Ausgabe, 2025.",2025,yes,yes,358,yes,no,yes,Modern [1914 - 1965],GER,yes,_No response_
0604,Kroniek van Kampen,https://kroniekvankampen.huygens.knaw.nl,"Ed. by Peter Bakker. Amsterdam: Huygens ING, 2017.",2017,no,yes,,,,,,,,
0605,Kuno Raeber Lyrik - Historisch-Kritische Online-Edition,https://kunoraeber.ch/lyrik/,"Hrsg. von Walter Morgenthaler. Basel: [Institution der Publikation unklar], 2017.",2017,no,yes,,,,,,,,
0606,Künstlike Werltspröke und Eyn schön rimbökelin (WSRB). Digitale Edition mittelniederdeutscher Spruchsammlungen des 16. Jahrhunderts,https://purl.uni-rostock.de/wsrb/edition,,,yes,no,359,yes,yes,yes,Middle Ages; Early Modern,GER,yes,no
0607,Kurländische Güterurkunden,https://dbs.herder-institut.de/kurlaendische-gueterurkunden/,"Bearbeitet von Daphne Schadewaldt. Marburg: Herder-Institut, 2003, 2018-2023.",2003,no,yes,,,,,,,,
0608,"L’année 1437 dans la pratique de Pierre Christofle, notaire du Châtelet d’Orléans",http://elec.enc.sorbonne.fr/christofle/index.html,"Par Kouky Fianu avec la collaboration d’Anne Fortier. Paris: École nationale des chartes, 2016.",2016,no,yes,,,,,,,,
0609,L'edizione digitale del Liber Privilegiorum Sanctae Montis Regalis Ecclesiae,https://web.archive.org/web/20241009192827/http://vatlat3880.altervista.org/,"A cura da Serena Falletta. Palermo: Università degli Studi di Palermo, 2008.",2008,no,yes,,,,,,,,
0610,L’Orlando Furioso e la sua traduzione in immagini,http://www.orlandofurioso.org/,,,yes,no,224,no,no,no,Early Modern,ITA,no,no
0611,L'Ospital d'Amours by Achille Caulier,https://web.archive.org/web/20181231104508/http://toisondor.byu.edu:80/ospital/toc.htm,"Ed. by Jesse D. Hurlbut. Provo (UT): Brigham Young University, before 2002.",2002,no,yes,,,,,,,,
0612,La correspondance du chancelier Antoine Du Bourg (1535-1538),http://elec.enc.sorbonne.fr/dubourg/,"Ed. by Olivier Poncet. Paris: École nationale des chartes, 2012.",2012,no,yes,,,,,,,,
0613,La Dama Boba,http://damaboba.unibo.it/,"Bajo la dirección de Marco Presotto. Barcelona/Bologna: PROLOPE / Università di Bologna, CRR-MM, 2015; ISBN 9788898010257. doi:10.6092/UNIBO/LADAMABOBA",2015,yes,yes,260,yes,no,yes,Early Modern,SPA,yes,https://ride.i-d-e.de/issues/issue-5/damaboba/
0614,La Entretenida Digital Edition,http://entretenida.outofthewings.org/index.html,"Ed. by John O’Neill, Paul Spence et al. London: King's College, 2014.",2014,yes,yes,25,no,no,yes,Early Modern,SPA,not provided,no
0615,La Famiglia dell'Antiquario,http://www.intratext.com/X/ITA0763.HTM,,,yes,no,22,no,no,yes,Early Modern,ITA,not provided,no
0616,La Harpe et la Russie (1783-1795),http://lumieres.unil.ch/projets/la-harpe,"Ed. by Béatrice Lovis, Danièle Tosato-Rigo et. al. Lausanne: Lumières.Lausanne, 2019.",2019,no,yes,,,,,,,,
0617,Lament of St. Anselm,http://library.trinity.edu/lament/index.html,,,yes,no,257,yes,no,yes,Middle Ages,ENM,yes,no
0618,Lateinisch-mittelniederdeutscher Psalter mit Kommentar Cod. Guelf. 81.10 Aug. 2°,http://diglib.hab.de/mss/81-10-aug-2f/start.htm,Diplomatische Teiledition. Hg. von Ursula Kundert unter Mitarbeit von Hanne Grießmann. Wolfenbüttel: 2015–2017.,2015,no,yes,,,,,,,,
0619,Lautréamont / Ducasse,http://www.phalese.fr/Maldoror/index.php?title=Accueil,,,yes,no,157,no,yes,no,Long Nineteenth Century,FRE,not provided,no
0620,Lazarraga eskuizkribua: edizioa eta azterketa,http://www.ehu.eus/monumenta/lazarraga/index.html,"Edited by Gidor Bilbao, Ricardo Gómez, Joseba A. Lakarra, Julen Manterola, Céline Mounole and Blanca Urgell. Vitoria-Gasteiz: University of the Basque Country (UPV/EHU), 2011 (Version 1.0, 2010; version 1.2, 2011)",2010,yes,yes,315,no,no,yes,Early Modern,BAQ; SPA,partly,no
0621,LdoD Archive: Collaborative Digital Archive of the Book of Disquiet,https://ldod.uc.pt,"Manuel Portela and António Rito Silva. Coimbra: Centre for Portuguese Literature at the University of Coimbra, 2017.",2017,no,yes,,,,,,,,
0622,Le Cartulaire de la seigneurie de Nesle,http://www.cn-telma.fr/nesle/index/,"Xavier Hélary, Christophe Jacobs, éds. Orléans: Institut de Recherche et d'Histoire des Textes, 2006.",2006,yes,yes,158,not provided,no,no,Middle Ages,LAT; FRM,not provided,no
0623,Le Petit Thalamus de Montpellier,http://thalamus.huma-num.fr/index.html,"Édition critique numérique du manuscrit AA9 des Archives municipales de Montpellier dit Le Petit Thalamus. Vincent Challet, Gilda Caiti-Russo, Philippe Martel. Marseille: TGIR / Huma-Num, 2014ff.",2014,no,yes,,,,,,,,
0624,Le Roman du Mont Saint-Michel (IXe-XIIe siècle),https://www.unicaen.fr/services/puc/sources/gsp/,"Ed. by Catherine Bougy. Caen: Université de Caen, 2007-2013.",2007,no,yes,,,,,,,,
0625,Le sanctoral du lectionnaire de l'office dominicain (1254-1256),http://elec.enc.sorbonne.fr/sanctoral/,"Ed. by Anne-Élisabeth Urfels-Capot. Paris: École nationale des chartes, 2008-2011.",2008,no,yes,,,,,,,,
0626,"Lebenswelten, Erfahrungsräume und politische Horizonte der ostpreußischen Adelsfamilie Lehndorff vom 18. bis in das 20. Jahrhundert",https://lebenswelten-lehndorff.bbaw.de/index.xql,"Bearbeitet von Gabi Huch. Berlin: Berlin-Brandenburgische Akademie der Wissenschaften, 2019.",2019,no,yes,,,,,,,,
0627,Leggo Manzoni,https://projects.dharc.unibo.it/leggomanzoni/,"Conceived by Paola Italia and Francesca Tomasi. Project Coordinator: Giulia Raboni. Bologna: University of Bologna, Parma: University of Parma, 2019.",2019,no,yes,,,,,,,,
0628,Leigh Hunt Online: The Letters,https://digital.lib.uiowa.edu/leighhunt/,"By Sid Huttner (Principal Investigator), Colleen Kelley, Anne Covell, Nana Holtsnider and Juli McLoone (Project Managers). Iowa City (IA): The University of Iowa Libraries, 2008-2011.",2008,no,yes,,,,,,,,
0629,Lelki énekekről régi magyarok,http://magyar-irodalom.elte.hu/gepesk/eloszo/,,,yes,no,292,no,no,yes,Early Modern,HUN,yes,no
0630,Les Bibliothèques Virtuelles Humanistes,http://www.bvh.univ-tours.fr/#,,,yes,no,133,yes,no,yes,Early Modern,MIX,not provided,no
0631,Les comptes des consuls de Montferrand (1273–1319),http://elec.enc.sorbonne.fr/montferrand/,"Ed. by R. Anthony Lodge. Paris: École nationale des chartes, 2006-2011.",2006,no,yes,,,,,,,,
0632,Les Cours d’Antoine Desgodets,http://www.desgodets.net,,,yes,no,207,yes,yes,yes,Early Modern,FRE,yes,no
0633,Les dossiers de Bouvard et Pécuchet,http://www.dossiers-flaubert.fr,"Dir. Stéphanie Dord-Crouslé. Lyon: Institut d’histoire des représentations et des idées dans les modernités (IHRIM), 2007-.",2007,no,yes,,,,,,,,
0634,Les manuscrits arabes des lettres de Paul de Tarse,https://web.archive.org/web/20190904032200/http://wp.unil.ch:80/nt-arabe/edition-electronique/,Rédigé par Sara Schulthess et Claire Clivaz. Lausanne: 2016.,2016,no,yes,,,,,,,,
0635,Les manuscrits de Madame Bovary,http://www.bovary.fr/,"Yvan Leclerc, Danielle Girard, Marie Durel. Rouen: Centre Flaubert, 2009.",2009,yes,yes,214,no,no,yes,Long Nineteenth Century,FRE,partly,no
0636,Les Manuscrits de Stendhal,http://stendhal.demarre-shs.fr/,"Cécile Meynard et Thomas Lebarbé (éds). Grenoble: Université de Grenoble / Bibliothèque municipale de Grenoble, 2009.",2009,no,yes,,,,,,,,
0637,Les Pensées de Blaise Pascal,http://www.penseesdepascal.fr,,,yes,no,255,no,no,yes,Early Modern,FRE,partly,no
0638,Lessings Übersetzungen,http://diglib.hab.de/edoc/ed000146/start.htm,"Lessing-Akademie Wolfenbüttel (Hrsg.). Wolfenbüttel: Herzog August Bibliothek, 2011. (Editiones Electronicae Guelferbytanae, 8)",2011,no,yes,,,,,,,,
0639,"Letitia Elizabeth Landon's ""Verses"" and The Keepsake for 1829",https://romantic-circles.org/editions/lel/index.html,"Ed. by Terence Hoagwood, Kathryn Ledbetter and Martin M. Jacobsen. A Romantic Circles Electrinic Edition. College Park (MD): University of Maryland, 1998.",1998,no,yes,,,,,,,,
0640,Letters 1916-1923,http://letters1916.maynoothuniversity.ie/,"Edited by Susan Schreibman. Dublin: Trinity College, 2013.",2013,no,yes,,,,,,,,
0641,Letters of 1916,http://dh.tcd.ie/letters1916/,,,yes,no,230,yes,no,no,Modern,ENG,yes,no
0642,Letters of Clemency from the Chancery of Brittany,http://web.archive.org/web/20080221092434/http://palissy.humana.univ-nantes.fr/cete/txt/Remission/index.en.html,Hg. von Nicole Dufournaud und Jean-Daniel Fekete. Nantes: ca. 1998-2000.,1998,no,yes,,,,,,,,
0643,Letters of William Herle Project,http://www.livesandletters.ac.uk/herle/index.html,"Hg. von Robyn Adams. London: A.H.R.C. / Centre for Editing Lives and Letters, 2006.",2006,yes,yes,27,yes,no,yes,Early Modern,ENG,not provided,no
0644,Lettres d'Yves de Chartres,http://telma-chartes.irht.cnrs.fr/yves-de-chartres,"Geneviève Giordanengo. Orléans: Institut de recherche et d’histoire des textes (CNRS - IRHT), 2021.",2021,no,yes,,,,,,,,
0645,Lexicon Leponticum,https://lexlep.univie.ac.at,"Ed. David Stifter, Martin Braun, Corinna Salomon, Michela Vignoli et al. Vienna: University of Vienna, 2012-.",2012,yes,yes,324,no,no,yes,Antiquity,Lepontic; Cisalpine Gaulish; Etruscan; Camunic; Ligurian; Venetic; Sabellic,yes,no
0646,Li livres de jostice et de plet,http://elec.enc.sorbonne.fr/josticeetplet/,"Direction scientifique, édition: Graziella Pastore. Paris: École des chartes, 2016.",2016,no,yes,,,,,,,,
0647,Liber Glossarum,http://liber-glossarum.huma-num.fr/,"Anne Grondeux (project coordination) et al. Huma-Num, 2016.",2016,no,yes,,,,,,,,
0648,Liber Matriculae - Il libro della matricola dei notai di Vercelli,http://scrineum.unipv.it/LM/home.html,,,yes,no,5,no,no,no,Middle Ages; Early Modern,LAT,yes,no
0649,Liber Matriculae - Il libro della matricola dei notai di Vercelli (sec. XIV-XVIII),http://www.librinlinea.it/titolo/liber-matriculae-il-libro-della-matric/TO00906900,"A cura di Antonio Olivieri. Vercelli: Comune di Vercelli, 1999.",1999,no,yes,,,,,,,,
0650,Liber...censualium (1187) (BayHStA HL Freising 6),http://www.bayerische-landesbibliothek-online.de/liber-censualium-edition-evangelientext,"Erstellt von Adelheid Krah unter Mitarbeit von Hans Hummer und Julia Langmeier. München: Bayerische Landesbibliothek Online, 2011.",2011,no,yes,,,,,,,,
0651,Libraria: Éditions d’inventaires anciens de bibliothèques médiévales,https://web.archive.org/web/20200116142323/http://www.libraria.fr/editions-inventaires,"Anne-Marie Turcan-Verkerk, Richard Walter et al. (éds). Paris: Institut de recherche et d’histoire des textes (IRHT), 2009.",2009,no,yes,,,,,,,,
0652,Livingstone Online,http://www.livingstoneonline.ucl.ac.uk,,,yes,no,130,yes,yes,no,Long Nineteenth Century,ENG,not provided,no
0653,Livingstone Online - Explore the manuscripts of David Livingstone,https://www.livingstoneonline.org/index.php,"Co-directed by Adrian S. Wisnicki and Megan Ward. Washington D.C.: University of Maryland Libraries, 2004-2019.",2004,no,yes,,,,,,,,
0654,Livingstone's 1871 Field Diary,http://livingstone.library.ucla.edu/1871diary/manuscript1.htm,,,yes,no,90,yes,yes,no,Long Nineteenth Century,ENG,not provided,no
0655,Livingstone's 1871 Field Diary,https://livingstoneonline.org/spectral-imaging/livingstones-1871-field-diary,"Project lead by Adrian S. Wisnicki. Los Angeles (CA): UCLA Library, 2011.",2011,no,yes,,,,,,,,
0656,Lord Byron and his Times,http://lordbyron.org/,"Ed. by David Hill Radcliffe. Blacksburg (VA): Center for Applied Technologies in the Humanities (CATH), 2011.",2011,no,yes,,,,,,,,
0657,Louis Ginzberg: Legenden der Juden. Digitale Edition.,https://www.ginzberg.ethz.ch/index.html,"Projektleitung: Andreas Kilcher und Joanna Nowotny. Zürich: ETH Zürich, 2021.",2021,no,yes,,,,,,,,
0658,Louise Dumont an Gustav Lindemann – Eine digitale Briefedition,https://web.archive.org/web/20180412224235/http://www.louise-dumont.de/,"Unter der Leitung von Gertrude Cepl-Kaufmann. Düsseldorf: Moderne im Rheinland, 2013.",2013,no,yes,,,,,,,,
0659,Lublin w Dokumencie,https://teatrnn.pl/lublin-w-dokumencie/,"Ed. by Marcin Pytel and Emil Majuk. Lublin: ""Grodzka Gate – NN Theatre"" Centre and State Archive Lublin, 2010.",2010,no,yes,,,,,,,,
0660,Ludvig Holbergs Skrifter,http://holbergsskrifter.dk/,"Managed by Eiliv Vinje, Peter Zeeberg and Karen Skovgaard-Petersen. Kopenhagen/Bergen: Society for Danish Language and Literature / University of Bergen, 2015.",2015,no,yes,,,,,,,,
0661,Ludwig von Ficker Gesamtbriefwechsel,https://edition.ficker-gesamtbriefwechsel.net,"Hg. von Markus Ender, Ingrid Fürhapter, Ulrike Tanzer und Joseph Wang-Kathrein in Zusammenarbeit mit Anton Unterkircher. Innsbruck: Forschungsinstitut Brenner-Archiv der Universität Innsbruck, 2022-.",2022,no,yes,,,,,,,,
0662,Lyrik des deutschen Mittelalters,http://www.ldm-digital.de/,"Hg. von Manuel Braun, Sonja Glauch und Florian Kragl. Erlangen und Stuttgart, 2012-.",2012,no,yes,,,,,,,,
0663,M. Valerii Martialis Epigrammaton Liber IV,http://www.curculio.org/Martial/Martial04.html,,,yes,no,78,no,no,yes,Antiquity,LAT,not provided,no
0664,Maamme kirja - digitaalinen editio,https://maammekirja.sls.fi/,"Toimittaneet Reeta Holopainen, Sakari Katajamäki ja Ossi Kokko. Helsinki: Suomalaisen Kirjallisuuden Seura / Svenska litteratursällskapet i Finland, 2018.",2018,no,yes,,,,,,,,
0665,Mabel Dodge Luhan's “Whirling around Mexico”: A Selection,https://www.scholarlyediting.org/issues/39/mabel-dodge-luhans-whirling-around-mexico-a-selection,"Ed. by Christina Taylor Gibson. Towson: Towson University, 2022.",2022,no,yes,,,,,,,,
0666,"Mächtekongresse 1818–1822. Digitale Edition der Dokumente zu den Kongressen von Aachen (1818), Troppau (1820), Laibach (1821) und Verona (1822)",https://maechtekongresse.acdh.oeaw.ac.at/,"Hrsg. von Karin Schneider unter Mitarbeit von Stephan Kurz. Wien: Österreichische Akademie der Wissenschaften, 2018.",2018,yes,yes,303,yes,yes,yes,Long Nineteenth Century,FRA; ENG; GER,yes,no
0667,Madelaine et Georges de Scudéry: Artamène ou le Grand Cyrus,http://www.artamene.org/,"Bearbeitet von Claude Bourqui, Alexandre Gefen et al. Neuchâtel: Université de Neuchâtel, 2002-2006.",2002,no,yes,,,,,,,,
0668,Magistri Guillelmi Autissiodorensis Summa de officiis ecclesiasticis,http://guillelmus.uni-koeln.de/,"Hg. von Franz Fischer. Köln: Thomas Institut, 2007-2013. ISBN 978-3-00-065835-8",2007,yes,yes,245,partly,no,yes,Middle Ages,LAT,yes,no
0669,Magyar írók levelezése,http://deba.unideb.hu/deba/levelezes/,,,yes,no,285,yes,no,yes,Long Nineteenth Century,HUN; LAT; DEU,yes,no
0670,Magyar Museum,http://deba.unideb.hu/deba/magyar_museum/,,,yes,no,289,yes,no,yes,Long Nineteenth Century,HUN,partly,no
0671,Maironis – The Voices of Spring A DIGITAL ARCHIVE AND A SCHOLARLY EDITION,http://www.pb.flf.vu.lt/,"General Editor: Paulius V. Subačius, Vilnius: Vilnius University Press, 2020.",2020,no,yes,,,,,,,,
0672,Manuscrito digital de Juan Goytisolo,http://goytisolo.unibe.ch/,"Directed by Bénédicte Vauthier, Bern: Universität Bern, 2013.",2013,no,yes,,,,,,,,
0673,"Margit-legenda (Szent Margit élete, 1510)",http://deba.unideb.hu/deba/Margit-legenda_Szent_Margit_elete_1510/index.html,,,yes,no,287,yes,no,yes,Middle Ages,HUN; LAT,yes,no
0674,Maria Edgeworth Letter Project,https://mariaedgeworth.org/,"Ed. by Susan Egenolf, Meredith Hale, Hilary Havens, Jessica Richard, and Robin Runia. Knoxville: University of Tennessee, in collaboration with Texas A+M University, Wake Forest University, and Xavier University, Louisiana, s.a. [probably 2025].",2025,no,yes,,,,,,,,
0675,Maria Jane Jewsbury: The Oceanides,https://romantic-circles.org/editions/oceanides/,"Ed. by Judith Pascoe. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 2003.",2003,no,yes,,,,,,,,
0676,MarineLives,http://www.marinelives.org/,"Directed by Colin Greenstreet and Jill Wilcox. [no hosting institution declared], 2014ff.",2014,no,yes,,,,,,,,
0677,Mark Twain in His Times,http://etext.lib.virginia.edu/railton/index2.html,"Directed by Stephen Railton. Charlottesville (VA): University of Virginia, 1996-2007.",1996,no,yes,,,,,,,,
0678,Mark Twain Project,http://www.marktwainproject.org/homepage.html,,,yes,no,51,yes,not provided,no,Long Nineteenth Century,ENG,not provided,no
0679,Mark Twain Project Online,http://marktwainproject.org,"Ed. by the Mark Twain Project. Berkeley (CA): University of California Berkeley, 2007-.",2007,no,yes,,,,,,,,
0680,"Mark Twain: April Fool, 1884",https://www.scholarlyediting.org/2017/editions/aprilfools/intro.html,"Ed. by Leslie Myrick and Christopher Ohge. Berkeley: University of California, 2017.",2017,no,yes,,,,,,,,
0681,Marsden Online Archive,https://marsdenarchive.otago.ac.nz/,"No responsible editor named. Dunedin (NZ): University of Otago, ca. 2014.",2014,no,yes,,,,,,,,
0682,Martha Ballard's Diary Online,http://dohistory.org/diary/index.html,"Ed. by Robert R. McCausland and Cynthia MacAlman McCausland. Rockland (ME): Picton Press, 2003; ISBN 978-0897254267; CD-ROM.",2003,yes,yes,159,no,no,yes,Early Modern; Long Nineteenth Century,ENG,not provided,no
0683,"Mary Darby Robinson. A Letter to the Women of England, on the Injustice of Mental Subordination (1799)",https://romantic-circles.org/editions/robinson/index.html,"Ed. by Adriana Craciun, Anne Irmen Close, Megan Musgrave and Orianne Smith. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 1998.",1998,no,yes,,,,,,,,
0684,Mary Shelley: The Last Man (1826),https://romantic-circles.org/editions/mws/lastman/index.html,"Ed. by Steven Jones. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 1997.",1997,no,yes,,,,,,,,
0685,Mary Shelley. The Mortal Immortal (1833),https://romantic-circles.org/editions/mws/immortal/index.html,"Ed. by Michael Eberle-Sinatra. A Romantic Circles Electronic Edition. College Park (MD): University of Maryland, 1997.",1997,no,yes,,,,,,,,
0686,Matrikelbücher der Kunstakademie München,http://matrikel.adbk.de/,Hg. von der Akademie der Bildenden Künste München. München: 2008-2015.,2008,no,yes,,,,,,,,
0687,May Bragdon Diaries,https://maybragdon.lib.rochester.edu/,"Ed. by Nora Dimmock et al. Rochester: University of Rochster Libraries, 2016.",2016,no,yes,,,,,,,,
0688,MEGAdigital – Online-Abteilung der historisch-kritischen Gesamtausgabe von Karl Marx und Friedrich Engels,https://megadigital.bbaw.de/,Hg. von der Berlin-Brandenburgischen Akademie der Wissenschaften (BBAW). Berlin: 2010.,2010,yes,yes,337,yes,no,yes,Long Nineteenth Century,GER; ENG; FRE; ITA; SPA; RUS,yes,no
0689,Melville Electronic Library. A Critical Archive,https://melville.electroniclibrary.org,"Ed. by John Bryant. New York: Digital Research Center at Hofstra University, 2008-.",2008,no,yes,,,,,,,,
0690,Melville's Marginalia Online,http://melvillesmarginalia.org/,"Ed. by Steven Olson-Smith, Peter Norberg, and Dennis C. Marnon. Boise (ID): Boise State University, 2008-2012.",2008,no,yes,,,,,,,,
0691,Memoiren der Gräfin Schwerin (1684-1732),https://gams.uni-graz.at/context:mgs,"Projektleitung: Ines Peper, Graz: Karl-Franzens-Universität Graz, 2026.",2026,no,yes,,,,,,,,
0692,"Menschen en Bergen, proza-gedicht",http://menschenenbergen.huygens.knaw.nl/path,"Ed. by Jan-Willem van der Weij. Den Haag: Huygens Instituut, 2009.",2009,no,yes,,,,,,,,
0693,Michel Eyquem de Montaigne: Les «Essais»,http://web.archive.org/web/20100812052807/http://web.me.com/guyjacqu/pernon-editions/accueil.html,Hg. von Guy de Pernon. s.l.: 2003-2005.,2003,no,yes,,,,,,,,
0694,Mikszáth Kálmán összes művei 39,http://digiphil.hu/context:mkk39,,,yes,no,295,yes,no,yes,Modern,HUN,partly,no
0695,Mikszáth Kálmán összes művei 42,http://digiphil.hu/context:mkk42,,,yes,no,296,yes,no,yes,Modern,HUN,partly,no
0696,Mill Marginalia Online,https://millmarginalia.org/,"Ed. by Albert D. Pionke and Emma Annette Wilson. Tuscaloosa: University of Alabama Libraries, 2016.",2016,no,yes,,,,,,,,
0697,Milton Reading Room,https://www.milton.host.dartmouth.edu/reading_room/contents/text.shtml,"Ed. by Thomas H. Luxon. Hanover (NH): Dartmouth College, 1997-.",1997,no,yes,,,,,,,,
0698,Mini Lazarillo. Edición mínima del Lazarillo de Tormes,http://minilazarillo.github.io,"Equipo Mini Lazarillo [group of students]. New York: Columbia University, 2016.",2016,no,yes,,,,,,,,
0699,"Mittelalterlabor. Transkription der Handschrift Graz, UB, Ms. 1609.",http://gams.uni-graz.at/context:malab,Unter Mitarb. v. Astrid Böhm u. Elisabeth Raunig hrsg. v. Helmut W. Klug. April 2019. hdl.handle.net/11471/521.60 (GAMS. 521.60.),2019,no,yes,,,,,,,,
0700,Mitteldeutsche Selbstzeugnisse der Zeit des Dreißigjährigen Krieges,http://www.mdsz.thulb.uni-jena.de/sz/index.php,"Hg. von Hans Medick und Norbert Winnige. Erfurt / Jena: Thüringer Universitäts- und Landesbibliothek Jena, 2008.",2008,no,yes,,,,,,,,
0701,"Mittelfränkische Urkunden, 1300 bis 1330 – Edition",http://www.rmnet.uni-trier.de/cgi-bin/RMnetIndex.tcl?hea=qf&for=qmfranku,"Hg. von Dr. Andrea Rapp unter Mitwirkung von Sabine Bender und Ruth Rosenberger. Trier: Universität Trier, 2003.",2003,no,yes,,,,,,,,
0702,"Montaigne (Michel de), Essais (1588)",http://xtf.bvh.univ-tours.fr/xtf/view?docId=tei/B330636101_S1238/B330636101_S1238_tei.xml,"Marie-Luce Demonet. Les Bibliothèques Virtuelles Humanistes / Université Tours, 2015-.",2015,no,yes,,,,,,,,
0703,Montedite - Édition en ligne des pensées de Montesquieu,https://www.unicaen.fr/services/puc/sources/Montesquieu/,"Directed by Carole Dornier. Caen: Presses universitaires de Caen, 2013.",2013,no,yes,,,,,,,,
0704,Monumenta Asiae Minoris Antiqua XI - Monuments from Phrygia and Lykaonia,http://mama.csad.ox.ac.uk,"Peter Thonemann and Charles Crowther. Oxford: University of Oxford / Centre for the Study of Ancient Documents, Version 1.0, 2012.",2012,no,yes,,,,,,,,
